fromGate,toGate,distance,time
A15,B77A,1053,14
A15,B76A,1056,14
A15,B79A,1052,14
A15,C1,1626,17
A15,C2,1684,18
A15,C29,1886,21
A15,C30,1891,21
A15,C31,1866,21
A15,C32,1830,20
A15,C33,1794,20
A15,C34,1754,19
A15,C35,1788,20
A15,C36,1822,20
A15,C37,1844,21
A15,C39,1850,21
A15,C40,1834,20
A15,C41,1804,20
A15,C42,1772,19
A15,C43,1776,19
A15,C44,1820,20
A15,C45,1857,21
A15,C3,1719,18
A15,C4,1875,21
A15,C5,1912,22
A15,C6,1970,23
A15,C7,2008,23
A15,C8,2007,23
A15,C9,2002,23
A15,C10,1960,22
A15,C11,1923,22
A15,C12,1856,21
A15,C14,1324,19
A15,C15,1269,19
A15,D1,1642,17
A15,D2,1671,18
A15,D3,1692,18
A15,D4,1873,21
A15,D5,1873,21
A15,D6,2223,21
A15,D7,2139,20
A15,D8,2153,20
A15,D9,2215,21
A15,D10,2275,22
A15,D11,2275,22
A15,D12,2271,22
A15,D9A,2220,21
A15,E1,2462,25
A15,E2,2481,26
A15,E3,2499,26
A15,E4,2542,27
A15,E5,2570,27
A15,E6,2564,27
A15,E7,2564,27
A15,E8,2529,26
A15,E9,2494,26
A15,E10,2329,23
A15,E11,2313,23
A15,E12,2236,21
A15,E14,2280,22
A15,E24,2365,24
A15,E23,2391,24
A15,E15,2418,24
A15,E16,2466,25
A15,E17,2489,26
A15,E18,2527,26
A15,E19,2518,26
A15,E20,2477,25
A15,E21,2460,25
A15,E22,2433,25
A14,A3H,384,7
A14,A3G,403,7
A14,A3F,415,7
A14,A3E,454,8
A14,A3D,490,8
A14,A3C,483,8
A14,A3B,469,8
A14,A3A,434,8
A14,A15,39,1
A14,A12,61,1
A14,A11,90,2
A14,A10,98,2
A14,A9,116,2
A14,A8,147,2
A14,A7,184,3
A14,A2,330,5
A14,A1,289,5
A14,A17,659,11
A14,A18,689,11
A14,A19,698,12
A14,A20,688,11
A14,A24,681,11
A14,A25,573,10
A14,A26,607,10
A14,A27,643,11
A14,A29,650,11
A14,A30,655,11
A14,B76,1068,14
A14,B77,1066,14
A14,B79,1064,14
A14,B80,1065,14
A14,B81,1066,14
A14,B83,1069,14
A14,B85,1111,15
A14,B86,1111,15
A14,B86A,1112,15
A14,B87,1113,15
A14,B88,1113,15
A14,B11,1173,16
A14,B1,1227,17
A14,B10,1242,18
A14,B2,1262,18
A14,B9,1276,18
A14,B3,1299,19
A14,B8,1315,19
A14,B4,1335,19
A14,B7,1349,19
A14,B6,1346,19
A14,B5,1350,19
A14,B20,1144,16
A14,B12,1157,16
A14,B19,1162,16
A14,B14,1191,17
A14,B18,1199,17
A14,B15,1219,17
A14,B17,1231,17
A14,B16,1227,17
A14,B21,1192,17
A14,B31,1217,17
A14,B30,1239,18
A14,B22,1260,18
A14,B29,1278,18
A14,B23,1297,19
A14,B28,1313,19
A14,B24,1337,19
A14,B27,1350,19
A14,B26,1350,19
A14,B25,1353,19
A14,B85A,1111,15
A14,B81A,1066,14
A14,B77A,1066,14
A14,B76A,1068,14
A14,B79A,1064,14
A14,C1,1638,17
A14,C2,1696,18
A14,C29,1898,21
A14,C30,1903,22
A14,C31,1878,21
A14,C32,1843,21
A14,C33,1806,20
A14,C34,1767,19
A14,C35,1800,20
A14,C36,1835,20
A14,C37,1856,21
A14,C39,1862,21
A14,C40,1846,21
A14,C41,1816,20
A14,C42,1784,20
A14,C43,1789,20
A14,C44,1832,20
A14,C45,1869,21
A14,C3,1732,19
A14,C4,1887,21
A14,C5,1925,22
A14,C6,1982,23
A14,C7,2020,23
A14,C8,2019,23
A14,C9,2014,23
A14,C10,1972,23
A14,C11,1935,22
A14,C12,1868,21
A14,C14,1336,20
A14,C15,1281,19
A14,D1,1654,17
A14,D2,1683,18
A14,D3,1704,18
A14,D4,1886,21
A14,D5,1885,21
A14,D6,2236,21
A14,D7,2152,20
A14,D8,2165,20
A14,D9,2227,21
A14,D10,2288,22
A14,D11,2287,22
A14,D12,2283,22
A14,D9A,2232,21
A14,E1,2474,25
A14,E2,2494,26
A14,E3,2511,26
A14,E4,2554,27
A14,E5,2582,27
A14,E6,2576,27
A14,E7,2576,27
A14,E8,2541,27
A14,E9,2506,26
A14,E10,2341,23
A14,E11,2325,23
A14,E12,2249,22
A14,E14,2292,22
A14,E24,2377,24
A14,E23,2403,24
A14,E15,2430,25
A14,E16,2478,25
A14,E17,2501,26
A14,E18,2539,27
A14,E19,2531,26
A14,E20,2489,26
A14,E21,2472,25
A14,E22,2446,25
A12,A3H,348,6
A12,A3G,367,6
A12,A3F,379,7
A12,A3E,418,7
A12,A3D,454,8
A12,A3C,447,8
A12,A3B,433,8
A12,A3A,398,7
A12,A15,49,1
A12,A14,61,1
A12,A11,54,1
A12,A10,62,1
A12,A9,80,1
A12,A8,111,2
A12,A7,148,2
A12,A2,294,5
A12,A1,253,4
A12,A17,623,10
A12,A18,653,11
A12,A19,662,11
A12,A20,652,11
A12,A24,645,11
A12,A25,537,9
A12,A26,571,10
A12,A27,607,10
A12,A29,614,10
A12,A30,619,10
A12,B76,1032,14
A12,B77,1029,14
A12,B79,1028,14
A12,B80,1029,14
A12,B81,1030,14
A12,B83,1033,14
A12,B85,1075,15
A12,B86,1075,15
A12,B86A,1076,15
A12,B87,1076,15
A12,B88,1077,15
A12,B11,1137,16
A12,B1,1191,17
A12,B10,1206,17
A12,B2,1226,17
A12,B9,1240,18
A12,B3,1263,18
A12,B8,1279,18
A12,B4,1299,19
A12,B7,1313,19
A12,B6,1310,19
A12,B5,1314,19
A12,B20,1108,15
A12,B12,1121,16
A12,B19,1126,16
A12,B14,1155,16
A12,B18,1163,16
A12,B15,1183,17
A12,B17,1195,17
A12,B16,1191,17
A12,B21,1156,16
A12,B31,1181,17
A12,B30,1203,17
A12,B22,1224,17
A12,B29,1242,18
A12,B23,1261,18
A12,B28,1277,18
A12,B24,1301,19
A12,B27,1314,19
A12,B26,1314,19
A12,B25,1317,19
A12,B85A,1075,15
A12,B81A,1030,14
A12,B77A,1029,14
A12,B76A,1032,14
A12,B79A,1028,14
A12,C1,1602,16
A12,C2,1660,17
A12,C29,1862,21
A12,C30,1867,21
A12,C31,1842,21
A12,C32,1807,20
A12,C33,1770,19
A12,C34,1731,19
A12,C35,1764,19
A12,C36,1799,20
A12,C37,1820,20
A12,C39,1826,20
A12,C40,1810,20
A12,C41,1780,20
A12,C42,1748,19
A12,C43,1753,19
A12,C44,1796,20
A12,C45,1833,20
A12,C3,1695,18
A12,C4,1851,21
A12,C5,1888,21
A12,C6,1946,22
A12,C7,1984,23
A12,C8,1983,23
A12,C9,1978,23
A12,C10,1936,22
A12,C11,1899,21
A12,C12,1832,20
A12,C14,1300,19
A12,C15,1245,18
A12,D1,1618,17
A12,D2,1647,17
A12,D3,1668,18
A12,D4,1849,21
A12,D5,1849,21
A12,D6,2199,21
A12,D7,2116,19
A12,D8,2129,20
A12,D9,2191,21
A12,D10,2252,22
A12,D11,2251,22
A12,D12,2247,22
A12,D9A,2196,21
A12,E1,2438,25
A12,E2,2458,25
A12,E3,2475,25
A12,E4,2518,26
A12,E5,2546,27
A12,E6,2540,27
A12,E7,2540,27
A12,E8,2505,26
A12,E9,2470,25
A12,E10,2305,23
A12,E11,2289,22
A12,E12,2213,21
A12,E14,2256,22
A12,E24,2341,23
A12,E23,2367,24
A12,E15,2394,24
A12,E16,2442,25
A12,E17,2465,25
A12,E18,2503,26
A12,E19,2495,26
A12,E20,2453,25
A12,E21,2436,25
A12,E22,2409,24
A11,A3H,324,6
A11,A3G,343,6
A11,A3F,355,6
A11,A3E,394,7
A11,A3D,430,7
A11,A3C,423,7
A11,A3B,409,7
A11,A3A,374,7
A11,A15,78,1
A11,A14,90,2
A11,A12,54,1
A11,A10,38,1
A11,A9,56,1
A11,A8,87,1
A11,A7,124,2
A11,A2,270,4
A11,A1,229,4
A11,A17,599,10
A11,A18,629,10
A11,A19,638,11
A11,A20,628,10
A11,A24,621,10
A11,A25,513,9
A11,A26,547,9
A11,A27,583,10
A11,A29,590,10
A11,A30,595,10
A11,B76,1008,13
A11,B77,1005,13
A11,B79,1004,13
A11,B80,1005,13
A11,B81,1006,13
A11,B83,1009,13
A11,B85,1051,14
A11,B86,1051,14
A11,B86A,1052,14
A11,B87,1052,14
A11,B88,1053,14
A11,B11,1113,15
A11,B1,1167,16
A11,B10,1182,17
A11,B2,1202,17
A11,B9,1216,17
A11,B3,1239,18
A11,B8,1255,18
A11,B4,1275,18
A11,B7,1289,18
A11,B6,1286,18
A11,B5,1290,18
A11,B20,1084,15
A11,B12,1097,15
A11,B19,1102,15
A11,B14,1131,16
A11,B18,1139,16
A11,B15,1159,16
A11,B17,1171,16
A11,B16,1167,16
A11,B21,1132,16
A11,B31,1157,16
A11,B30,1179,17
A11,B22,1200,17
A11,B29,1218,17
A11,B23,1237,18
A11,B28,1253,18
A11,B24,1277,18
A11,B27,1290,18
A11,B26,1290,18
A11,B25,1293,18
A11,B85A,1051,14
A11,B81A,1006,13
A11,B77A,1005,13
A11,B76A,1008,13
A11,B79A,1004,13
A11,C1,1578,16
A11,C2,1636,17
A11,C29,1838,20
A11,C30,1843,21
A11,C31,1818,20
A11,C32,1783,20
A11,C33,1746,19
A11,C34,1707,18
A11,C35,1740,19
A11,C36,1775,19
A11,C37,1796,20
A11,C39,1802,20
A11,C40,1786,20
A11,C41,1756,19
A11,C42,1724,19
A11,C43,1729,19
A11,C44,1772,19
A11,C45,1809,20
A11,C3,1672,18
A11,C4,1827,20
A11,C5,1864,21
A11,C6,1922,22
A11,C7,1960,22
A11,C8,1959,22
A11,C9,1954,22
A11,C10,1912,22
A11,C11,1875,21
A11,C12,1808,20
A11,C14,1276,19
A11,C15,1221,18
A11,D1,1594,16
A11,D2,1623,17
A11,D3,1644,17
A11,D4,1825,20
A11,D5,1825,20
A11,D6,2175,20
A11,D7,2092,19
A11,D8,2105,19
A11,D9,2167,20
A11,D10,2228,21
A11,D11,2227,21
A11,D12,2223,21
A11,D9A,2172,20
A11,E1,2414,24
A11,E2,2434,25
A11,E3,2451,25
A11,E4,2494,26
A11,E5,2522,26
A11,E6,2516,26
A11,E7,2516,26
A11,E8,2481,26
A11,E9,2446,25
A11,E10,2281,22
A11,E11,2265,22
A11,E12,2189,21
A11,E14,2232,21
A11,E24,2317,23
A11,E23,2343,23
A11,E15,2370,24
A11,E16,2418,24
A11,E17,2441,25
A11,E18,2479,26
A11,E19,2471,25
A11,E20,2429,25
A11,E21,2412,24
A11,E22,2385,24
A10,A3H,310,5
A10,A3G,330,6
A10,A3F,342,6
A10,A3E,380,7
A10,A3D,416,7
A10,A3C,410,7
A10,A3B,396,7
A10,A3A,361,6
A10,A15,86,1
A10,A14,98,2
A10,A12,62,1
A10,A11,38,1
A10,A9,43,1
A10,A8,74,1
A10,A7,111,2
A10,A2,256,4
A10,A1,216,4
A10,A17,585,10
A10,A18,616,10
A10,A19,624,10
A10,A20,615,10
A10,A24,608,10
A10,A25,499,8
A10,A26,533,9
A10,A27,570,10
A10,A29,577,10
A10,A30,582,10
A10,B76,995,13
A10,B77,992,13
A10,B79,991,13
A10,B80,992,13
A10,B81,993,13
A10,B83,995,13
A10,B85,1038,14
A10,B86,1038,14
A10,B86A,1038,14
A10,B87,1039,14
A10,B88,1040,14
A10,B11,1100,15
A10,B1,1154,16
A10,B10,1169,16
A10,B2,1188,17
A10,B9,1203,17
A10,B3,1226,17
A10,B8,1242,18
A10,B4,1262,18
A10,B7,1276,18
A10,B6,1273,18
A10,B5,1277,18
A10,B20,1071,15
A10,B12,1084,15
A10,B19,1089,15
A10,B14,1118,16
A10,B18,1126,16
A10,B15,1145,16
A10,B17,1158,16
A10,B16,1154,16
A10,B21,1119,16
A10,B31,1143,16
A10,B30,1166,16
A10,B22,1187,17
A10,B29,1204,17
A10,B23,1224,17
A10,B28,1240,18
A10,B24,1263,18
A10,B27,1276,18
A10,B26,1277,18
A10,B25,1280,18
A10,B85A,1038,14
A10,B81A,993,13
A10,B77A,992,13
A10,B76A,995,13
A10,B79A,991,13
A10,C1,1565,16
A10,C2,1622,17
A10,C29,1825,20
A10,C30,1830,20
A10,C31,1805,20
A10,C32,1769,19
A10,C33,1732,19
A10,C34,1693,18
A10,C35,1727,19
A10,C36,1761,19
A10,C37,1782,20
A10,C39,1789,20
A10,C40,1773,19
A10,C41,1743,19
A10,C42,1710,18
A10,C43,1715,18
A10,C44,1759,19
A10,C45,1796,20
A10,C3,1658,17
A10,C4,1813,20
A10,C5,1851,21
A10,C6,1909,22
A10,C7,1946,22
A10,C8,1946,22
A10,C9,1941,22
A10,C10,1899,21
A10,C11,1862,21
A10,C12,1795,20
A10,C14,1263,18
A10,C15,1208,17
A10,D1,1581,16
A10,D2,1610,17
A10,D3,1630,17
A10,D4,1812,20
A10,D5,1811,20
A10,D6,2162,20
A10,D7,2078,19
A10,D8,2092,19
A10,D9,2154,20
A10,D10,2214,21
A10,D11,2213,21
A10,D12,2210,21
A10,D9A,2159,20
A10,E1,2401,24
A10,E2,2420,25
A10,E3,2438,25
A10,E4,2481,26
A10,E5,2509,26
A10,E6,2502,26
A10,E7,2502,26
A10,E8,2468,25
A10,E9,2433,25
A10,E10,2267,22
A10,E11,2252,22
A10,E12,2175,20
A10,E14,2219,21
A10,E24,2304,23
A10,E23,2329,23
A10,E15,2357,23
A10,E16,2405,24
A10,E17,2427,25
A10,E18,2466,25
A10,E19,2457,25
A10,E20,2415,24
A10,E21,2399,24
A10,E22,2372,24
A9,A3H,293,5
A9,A3G,313,6
A9,A3F,325,6
A9,A3E,363,6
A9,A3D,399,7
A9,A3C,393,7
A9,A3B,378,7
A9,A3A,344,6
A9,A15,104,2
A9,A14,116,2
A9,A12,80,1
A9,A11,56,1
A9,A10,43,1
A9,A8,56,1
A9,A7,94,2
A9,A2,239,4
A9,A1,199,3
A9,A17,568,9
A9,A18,599,10
A9,A19,607,10
A9,A20,598,10
A9,A24,591,10
A9,A25,482,8
A9,A26,516,9
A9,A27,553,9
A9,A29,559,9
A9,A30,565,9
A9,B76,978,13
A9,B77,975,13
A9,B79,974,13
A9,B80,975,13
A9,B81,976,13
A9,B83,978,13
A9,B85,1021,14
A9,B86,1021,14
A9,B86A,1021,14
A9,B87,1022,14
A9,B88,1023,14
A9,B11,1083,15
A9,B1,1137,16
A9,B10,1152,16
A9,B2,1171,16
A9,B9,1186,17
A9,B3,1209,17
A9,B8,1225,17
A9,B4,1244,18
A9,B7,1259,18
A9,B6,1256,18
A9,B5,1259,18
A9,B20,1054,14
A9,B12,1066,15
A9,B19,1072,15
A9,B14,1101,15
A9,B18,1109,15
A9,B15,1128,16
A9,B17,1141,16
A9,B16,1137,16
A9,B21,1102,15
A9,B31,1126,16
A9,B30,1149,16
A9,B22,1170,16
A9,B29,1187,17
A9,B23,1207,17
A9,B28,1223,17
A9,B24,1246,18
A9,B27,1259,18
A9,B26,1260,18
A9,B25,1263,18
A9,B85A,1021,14
A9,B81A,976,13
A9,B77A,975,13
A9,B76A,978,13
A9,B79A,974,13
A9,C1,1548,16
A9,C2,1605,17
A9,C29,1808,20
A9,C30,1813,20
A9,C31,1788,20
A9,C32,1752,19
A9,C33,1715,18
A9,C34,1676,18
A9,C35,1710,18
A9,C36,1744,19
A9,C37,1765,19
A9,C39,1772,19
A9,C40,1755,19
A9,C41,1726,19
A9,C42,1693,18
A9,C43,1698,18
A9,C44,1741,19
A9,C45,1779,20
A9,C3,1641,17
A9,C4,1796,20
A9,C5,1834,20
A9,C6,1892,21
A9,C7,1929,22
A9,C8,1929,22
A9,C9,1924,22
A9,C10,1882,21
A9,C11,1845,21
A9,C12,1778,19
A9,C14,1246,18
A9,C15,1190,17
A9,D1,1564,16
A9,D2,1593,16
A9,D3,1613,17
A9,D4,1795,20
A9,D5,1794,20
A9,D6,2145,20
A9,D7,2061,19
A9,D8,2075,19
A9,D9,2137,20
A9,D10,2197,21
A9,D11,2196,21
A9,D12,2193,21
A9,D9A,2141,20
A9,E1,2383,24
A9,E2,2403,24
A9,E3,2421,25
A9,E4,2464,25
A9,E5,2492,26
A9,E6,2485,26
A9,E7,2485,26
A9,E8,2451,25
A9,E9,2416,24
A9,E10,2250,22
A9,E11,2235,21
A9,E12,2158,20
A9,E14,2202,21
A9,E24,2287,22
A9,E23,2312,23
A9,E15,2340,23
A9,E16,2387,24
A9,E17,2410,24
A9,E18,2449,25
A9,E19,2440,25
A9,E20,2398,24
A9,E21,2382,24
A9,E22,2355,23
A8,A3H,265,5
A8,A3G,285,5
A8,A3F,296,5
A8,A3E,335,6
A8,A3D,371,6
A8,A3C,365,6
A8,A3B,350,6
A8,A3A,316,6
A8,A15,135,2
A8,A14,147,2
A8,A12,111,2
A8,A11,87,1
A8,A10,74,1
A8,A9,56,1
A8,A7,66,1
A8,A2,211,4
A8,A1,171,3
A8,A17,540,9
A8,A18,571,10
A8,A19,579,10
A8,A20,570,9
A8,A24,563,9
A8,A25,454,8
A8,A26,488,8
A8,A27,525,9
A8,A29,531,9
A8,A30,537,9
A8,B76,949,12
A8,B77,947,12
A8,B79,945,12
A8,B80,947,12
A8,B81,948,12
A8,B83,950,12
A8,B85,993,13
A8,B86,993,13
A8,B86A,993,13
A8,B87,994,13
A8,B88,995,13
A8,B11,1055,14
A8,B1,1109,15
A8,B10,1124,16
A8,B2,1143,16
A8,B9,1157,16
A8,B3,1181,17
A8,B8,1197,17
A8,B4,1216,17
A8,B7,1231,17
A8,B6,1227,17
A8,B5,1231,17
A8,B20,1026,14
A8,B12,1038,14
A8,B19,1044,14
A8,B14,1073,15
A8,B18,1081,15
A8,B15,1100,15
A8,B17,1113,15
A8,B16,1109,15
A8,B21,1074,15
A8,B31,1098,15
A8,B30,1121,16
A8,B22,1142,16
A8,B29,1159,16
A8,B23,1179,17
A8,B28,1194,17
A8,B24,1218,17
A8,B27,1231,17
A8,B26,1232,17
A8,B25,1235,18
A8,B85A,993,13
A8,B81A,948,12
A8,B77A,947,12
A8,B76A,949,12
A8,B79A,945,12
A8,C1,1520,15
A8,C2,1577,16
A8,C29,1780,20
A8,C30,1784,20
A8,C31,1760,19
A8,C32,1724,19
A8,C33,1687,18
A8,C34,1648,17
A8,C35,1682,18
A8,C36,1716,18
A8,C37,1737,19
A8,C39,1744,19
A8,C40,1727,19
A8,C41,1698,18
A8,C42,1665,18
A8,C43,1670,18
A8,C44,1713,18
A8,C45,1751,19
A8,C3,1613,17
A8,C4,1768,19
A8,C5,1806,20
A8,C6,1863,21
A8,C7,1901,21
A8,C8,1901,21
A8,C9,1896,21
A8,C10,1854,21
A8,C11,1817,20
A8,C12,1750,19
A8,C14,1218,18
A8,C15,1162,17
A8,D1,1536,15
A8,D2,1565,16
A8,D3,1585,16
A8,D4,1767,19
A8,D5,1766,19
A8,D6,2117,19
A8,D7,2033,18
A8,D8,2047,18
A8,D9,2109,19
A8,D10,2169,20
A8,D11,2168,20
A8,D12,2165,20
A8,D9A,2113,19
A8,E1,2355,23
A8,E2,2375,24
A8,E3,2393,24
A8,E4,2435,25
A8,E5,2464,25
A8,E6,2457,25
A8,E7,2457,25
A8,E8,2423,25
A8,E9,2388,24
A8,E10,2222,21
A8,E11,2207,21
A8,E12,2130,20
A8,E14,2174,20
A8,E24,2259,22
A8,E23,2284,22
A8,E15,2312,23
A8,E16,2359,24
A8,E17,2382,24
A8,E18,2421,25
A8,E19,2412,24
A8,E20,2370,24
A8,E21,2354,23
A8,E22,2327,23
A7,A3H,233,4
A7,A3G,253,5
A7,A3F,264,5
A7,A3E,303,5
A7,A3D,339,6
A7,A3C,333,6
A7,A3B,318,6
A7,A3A,284,5
A7,A15,172,3
A7,A14,184,3
A7,A12,148,2
A7,A11,124,2
A7,A10,111,2
A7,A9,94,2
A7,A8,66,1
A7,A2,179,3
A7,A1,139,2
A7,A17,508,8
A7,A18,539,9
A7,A19,547,9
A7,A20,538,9
A7,A24,531,9
A7,A25,422,7
A7,A26,456,8
A7,A27,493,8
A7,A29,499,8
A7,A30,505,8
A7,B76,917,12
A7,B77,915,12
A7,B79,913,12
A7,B80,915,12
A7,B81,916,12
A7,B83,918,12
A7,B85,961,13
A7,B86,961,13
A7,B86A,961,13
A7,B87,962,13
A7,B88,963,13
A7,B11,1023,14
A7,B1,1077,15
A7,B10,1092,15
A7,B2,1111,15
A7,B9,1125,16
A7,B3,1149,16
A7,B8,1165,16
A7,B4,1184,17
A7,B7,1199,17
A7,B6,1195,17
A7,B5,1199,17
A7,B20,994,13
A7,B12,1006,14
A7,B19,1012,14
A7,B14,1041,14
A7,B18,1049,14
A7,B15,1068,15
A7,B17,1081,15
A7,B16,1077,15
A7,B21,1042,14
A7,B31,1066,15
A7,B30,1089,15
A7,B22,1110,15
A7,B29,1127,16
A7,B23,1147,16
A7,B28,1162,16
A7,B24,1186,17
A7,B27,1199,17
A7,B26,1200,17
A7,B25,1203,17
A7,B85A,961,13
A7,B81A,916,12
A7,B77A,915,12
A7,B76A,917,12
A7,B79A,913,12
A7,C1,1488,15
A7,C2,1545,16
A7,C29,1748,19
A7,C30,1752,19
A7,C31,1728,19
A7,C32,1692,18
A7,C33,1655,17
A7,C34,1616,17
A7,C35,1650,17
A7,C36,1684,18
A7,C37,1705,18
A7,C39,1712,18
A7,C40,1695,18
A7,C41,1666,18
A7,C42,1633,17
A7,C43,1638,17
A7,C44,1681,18
A7,C45,1719,19
A7,C3,1581,16
A7,C4,1736,19
A7,C5,1774,19
A7,C6,1831,20
A7,C7,1869,21
A7,C8,1869,21
A7,C9,1864,21
A7,C10,1822,20
A7,C11,1785,20
A7,C12,1718,18
A7,C14,1186,17
A7,C15,1130,16
A7,D1,1504,15
A7,D2,1533,15
A7,D3,1553,16
A7,D4,1735,19
A7,D5,1734,19
A7,D6,2085,19
A7,D7,2001,18
A7,D8,2015,18
A7,D9,2077,19
A7,D10,2137,20
A7,D11,2136,20
A7,D12,2133,20
A7,D9A,2081,19
A7,E1,2323,23
A7,E2,2343,23
A7,E3,2361,24
A7,E4,2403,24
A7,E5,2432,25
A7,E6,2425,25
A7,E7,2425,25
A7,E8,2391,24
A7,E9,2356,23
A7,E10,2190,21
A7,E11,2175,20
A7,E12,2098,19
A7,E14,2142,20
A7,E24,2227,21
A7,E23,2252,22
A7,E15,2280,22
A7,E16,2327,23
A7,E17,2350,23
A7,E18,2389,24
A7,E19,2380,24
A7,E20,2338,23
A7,E21,2322,23
A7,E22,2295,22
A2,A3H,79,2
A2,A3G,98,2
A2,A3F,110,2
A2,A3E,149,3
A2,A3D,185,3
A2,A3C,179,3
A2,A3B,164,3
A2,A3A,129,2
A2,A15,317,5
A2,A14,330,5
A2,A12,294,5
A2,A11,270,4
A2,A10,256,4
A2,A9,239,4
A2,A8,211,4
A2,A7,179,3
A2,A1,66,1
A2,A17,439,7
A2,A18,470,8
A2,A19,478,8
A2,A20,469,8
A2,A24,462,8
A2,A25,353,6
A2,A26,387,6
A2,A27,424,7
A2,A29,430,7
A2,A30,436,7
A2,B76,848,11
A2,B77,846,11
A2,B79,844,11
A2,B80,845,11
A2,B81,847,11
A2,B83,849,11
A2,B85,892,11
A2,B86,892,11
A2,B86A,892,11
A2,B87,893,11
A2,B88,894,11
A2,B11,954,13
A2,B1,1008,14
A2,B10,1023,14
A2,B2,1042,14
A2,B9,1056,15
A2,B3,1080,15
A2,B8,1096,15
A2,B4,1115,16
A2,B7,1130,16
A2,B6,1126,16
A2,B5,1130,16
A2,B20,924,12
A2,B12,937,12
A2,B19,943,13
A2,B14,972,13
A2,B18,980,13
A2,B15,999,14
A2,B17,1012,14
A2,B16,1008,14
A2,B21,973,13
A2,B31,997,14
A2,B30,1020,14
A2,B22,1040,14
A2,B29,1058,15
A2,B23,1078,15
A2,B28,1093,15
A2,B24,1117,16
A2,B27,1130,16
A2,B26,1131,16
A2,B25,1134,16
A2,B85A,892,11
A2,B81A,847,11
A2,B77A,846,11
A2,B76A,848,11
A2,B79A,844,11
A2,C1,1419,13
A2,C2,1476,14
A2,C29,1679,18
A2,C30,1683,18
A2,C31,1659,18
A2,C32,1623,17
A2,C33,1586,16
A2,C34,1547,16
A2,C35,1581,16
A2,C36,1615,17
A2,C37,1636,17
A2,C39,1643,17
A2,C40,1626,17
A2,C41,1597,16
A2,C42,1564,16
A2,C43,1569,16
A2,C44,1612,17
A2,C45,1650,17
A2,C3,1512,15
A2,C4,1667,18
A2,C5,1705,18
A2,C6,1762,19
A2,C7,1800,20
A2,C8,1800,20
A2,C9,1795,20
A2,C10,1753,19
A2,C11,1716,18
A2,C12,1649,17
A2,C14,1117,16
A2,C15,1061,15
A2,D1,1435,14
A2,D2,1464,14
A2,D3,1484,15
A2,D4,1666,18
A2,D5,1665,18
A2,D6,2016,18
A2,D7,1932,16
A2,D8,1945,17
A2,D9,2008,18
A2,D10,2068,19
A2,D11,2067,19
A2,D12,2064,19
A2,D9A,2012,18
A2,E1,2254,22
A2,E2,2274,22
A2,E3,2292,22
A2,E4,2334,23
A2,E5,2363,24
A2,E6,2356,23
A2,E7,2356,23
A2,E8,2322,23
A2,E9,2286,22
A2,E10,2121,20
A2,E11,2106,19
A2,E12,2029,18
A2,E14,2073,19
A2,E24,2158,20
A2,E23,2183,21
A2,E15,2211,21
A2,E16,2258,22
A2,E17,2281,22
A2,E18,2320,23
A2,E19,2311,23
A2,E20,2269,22
A2,E21,2253,22
A2,E22,2226,21
A1,A3H,120,2
A1,A3G,140,3
A1,A3F,151,3
A1,A3E,190,3
A1,A3D,226,4
A1,A3C,220,4
A1,A3B,205,4
A1,A3A,171,3
A1,A15,277,5
A1,A14,289,5
A1,A12,253,4
A1,A11,229,4
A1,A10,216,4
A1,A9,199,3
A1,A8,171,3
A1,A7,139,2
A1,A2,66,1
A1,A17,399,7
A1,A18,429,7
A1,A19,438,7
A1,A20,428,7
A1,A24,421,7
A1,A25,313,5
A1,A26,347,6
A1,A27,384,6
A1,A29,390,6
A1,A30,395,7
A1,B76,808,10
A1,B77,806,10
A1,B79,804,10
A1,B80,805,10
A1,B81,806,10
A1,B83,809,10
A1,B85,851,11
A1,B86,851,11
A1,B86A,852,11
A1,B87,853,11
A1,B88,853,11
A1,B11,913,12
A1,B1,968,13
A1,B10,982,13
A1,B2,1002,14
A1,B9,1016,14
A1,B3,1040,14
A1,B8,1055,15
A1,B4,1075,15
A1,B7,1089,15
A1,B6,1086,15
A1,B5,1090,15
A1,B20,884,12
A1,B12,897,12
A1,B19,902,12
A1,B14,931,12
A1,B18,939,13
A1,B15,959,13
A1,B17,971,13
A1,B16,967,13
A1,B21,932,12
A1,B31,957,13
A1,B30,979,13
A1,B22,1000,14
A1,B29,1018,14
A1,B23,1037,14
A1,B28,1053,14
A1,B24,1077,15
A1,B27,1090,15
A1,B26,1091,15
A1,B25,1094,15
A1,B85A,851,11
A1,B81A,806,10
A1,B77A,806,10
A1,B76A,808,10
A1,B79A,804,10
A1,C1,1378,13
A1,C2,1436,14
A1,C29,1638,17
A1,C30,1643,17
A1,C31,1619,17
A1,C32,1583,16
A1,C33,1546,16
A1,C34,1507,15
A1,C35,1541,16
A1,C36,1575,16
A1,C37,1596,16
A1,C39,1603,17
A1,C40,1586,16
A1,C41,1556,16
A1,C42,1524,15
A1,C43,1529,15
A1,C44,1572,16
A1,C45,1609,17
A1,C3,1472,14
A1,C4,1627,17
A1,C5,1665,18
A1,C6,1722,18
A1,C7,1760,19
A1,C8,1759,19
A1,C9,1754,19
A1,C10,1712,18
A1,C11,1675,18
A1,C12,1608,17
A1,C14,1076,15
A1,C15,1021,14
A1,D1,1395,13
A1,D2,1423,14
A1,D3,1444,14
A1,D4,1626,17
A1,D5,1625,17
A1,D6,1976,17
