fromGate,toGate,distance,time
C1,B19,1157,13
C1,B14,1186,14
C1,B18,1194,14
C1,B15,1214,14
C1,B17,1226,14
C1,B16,1222,14
C1,B21,1187,14
C1,B31,1212,14
C1,B30,1234,15
C1,B22,1255,15
C1,B29,1273,15
C1,B23,1292,16
C1,B28,1308,16
C1,B24,1332,16
C1,B27,1345,17
C1,B26,1346,17
C1,B25,1349,17
C1,B85A,527,10
C1,B81A,1061,11
C1,B77A,1061,11
C1,B76A,1063,11
C1,B79A,1059,11
C1,C2,78,1
C1,C29,537,9
C1,C30,541,9
C1,C31,517,9
C1,C32,481,8
C1,C33,444,7
C1,C34,405,7
C1,C35,439,7
C1,C36,473,8
C1,C37,494,8
C1,C39,501,8
C1,C40,484,8
C1,C41,454,8
C1,C42,422,7
C1,C43,427,7
C1,C44,470,8
C1,C45,507,8
C1,C3,114,2
C1,C4,269,4
C1,C5,307,5
C1,C6,364,6
C1,C7,402,7
C1,C8,401,7
C1,C9,396,7
C1,C10,354,6
C1,C11,318,5
C1,C12,250,4
C1,C14,296,5
C1,C15,347,6
C1,D1,243,4
C1,D2,271,5
C1,D3,292,5
C1,D4,474,8
C1,D5,473,8
C1,D6,526,9
C1,D7,603,10
C1,D8,934,10
C1,D9,996,11
C1,D10,1056,12
C1,D11,1056,12
C1,D12,1052,12
C1,D9A,1001,11
C1,E1,1243,16
C1,E2,1262,16
C1,E3,1280,16
C1,E4,1323,17
C1,E5,1351,17
C1,E6,1345,17
C1,E7,1345,17
C1,E8,1310,17
C1,E9,1275,16
C1,E10,1110,13
C1,E11,1094,13
C1,E12,1017,12
C1,E14,1061,12
C1,E24,1146,14
C1,E23,1172,14
C1,E15,1199,15
C1,E16,1247,16
C1,E17,1270,16
C1,E18,1308,17
C1,E19,1299,16
C1,E20,1258,16
C1,E21,1241,15
C1,E22,1214,15
C2,A3H,1530,16
C2,A3G,1550,16
C2,A3F,1562,16
C2,A3E,1601,17
C2,A3D,1636,17
C2,A3C,1630,17
C2,A3B,1616,17
C2,A3A,1581,16
C2,A15,1684,18
C2,A14,1696,18
C2,A12,1660,17
C2,A11,1636,17
C2,A10,1623,17
C2,A9,1606,17
C2,A8,1577,16
C2,A7,1545,16
C2,A2,1476,14
C2,A1,1436,14
C2,A17,1718,18
C2,A18,1748,19
C2,A19,1757,19
C2,A20,1747,19
C2,A24,1740,19
C2,A25,1632,17
C2,A26,1666,18
C2,A27,1702,18
C2,A29,1709,18
C2,A30,1714,18
C2,B76,1120,12
C2,B77,1118,12
C2,B79,1116,12
C2,B80,1117,12
C2,B81,1119,12
C2,B83,1121,12
C2,B85,469,9
C2,B86,469,9
C2,B86A,469,9
C2,B87,470,9
C2,B88,471,9
C2,B11,1226,15
C2,B1,1280,15
C2,B10,1295,16
C2,B2,1314,16
C2,B9,1328,16
C2,B3,1352,17
C2,B8,1368,17
C2,B4,1387,17
C2,B7,1402,17
C2,B6,1398,17
C2,B5,1402,17
C2,B20,1197,14
C2,B12,1209,14
C2,B19,1215,14
C2,B14,1244,15
C2,B18,1252,15
C2,B15,1271,15
C2,B17,1284,15
C2,B16,1280,15
C2,B21,1245,15
C2,B31,1269,15
C2,B30,1292,16
C2,B22,1312,16
C2,B29,1330,16
C2,B23,1350,17
C2,B28,1365,17
C2,B24,1389,17
C2,B27,1402,17
C2,B26,1403,17
C2,B25,1406,18
C2,B85A,469,9
C2,B81A,1119,12
C2,B77A,1118,12
C2,B76A,1120,12
C2,B79A,1116,12
C2,C1,78,1
C2,C29,594,10
C2,C30,599,10
C2,C31,574,10
C2,C32,538,9
C2,C33,501,8
C2,C34,462,8
C2,C35,496,8
C2,C36,530,9
C2,C37,551,9
C2,C39,558,9
C2,C40,541,9
C2,C41,512,9
C2,C42,479,8
C2,C43,484,8
C2,C44,527,9
C2,C45,565,9
C2,C3,55,1
C2,C4,210,4
C2,C5,248,4
C2,C6,306,5
C2,C7,343,6
C2,C8,343,6
C2,C9,338,6
C2,C10,296,5
C2,C11,259,4
C2,C12,192,3
C2,C14,237,4
C2,C15,288,5
C2,D1,300,5
C2,D2,329,5
C2,D3,349,6
C2,D4,531,9
C2,D5,530,9
C2,D6,583,10
C2,D7,660,11
C2,D8,991,11
C2,D9,1053,12
C2,D10,1114,13
C2,D11,1113,13
C2,D12,1109,13
C2,D9A,1058,12
C2,E1,1300,16
C2,E2,1320,17
C2,E3,1338,17
C2,E4,1380,18
C2,E5,1409,18
C2,E6,1402,18
C2,E7,1402,18
C2,E8,1368,18
C2,E9,1332,17
C2,E10,1167,14
C2,E11,1151,14
C2,E12,1075,13
C2,E14,1119,13
C2,E24,1204,15
C2,E23,1229,15
C2,E15,1257,16
C2,E16,1304,17
C2,E17,1327,17
C2,E18,1365,18
C2,E19,1357,17
C2,E20,1315,17
C2,E21,1298,16
C2,E22,1272,16
C29,A3H,1731,19
C29,A3G,1751,19
C29,A3F,1763,19
C29,A3E,1801,20
C29,A3D,1837,21
C29,A3C,1831,21
C29,A3B,1817,20
C29,A3A,1782,20
C29,A15,1885,21
C29,A14,1897,21
C29,A12,1861,21
C29,A11,1837,20
C29,A10,1823,20
C29,A9,1806,20
C29,A8,1778,19
C29,A7,1746,19
C29,A2,1677,18
C29,A1,1637,17
C29,A17,1919,22
C29,A18,1949,22
C29,A19,1957,22
C29,A20,1948,22
C29,A24,1941,22
C29,A25,1833,20
C29,A26,1866,21
C29,A27,1903,21
C29,A29,1910,22
C29,A30,1915,22
C29,B76,1321,16
C29,B77,1319,16
C29,B79,1317,16
C29,B80,1318,16
C29,B81,1319,16
C29,B83,1322,16
C29,B85,1364,16
C29,B86,1365,17
C29,B86A,1365,17
C29,B87,1366,17
C29,B88,1366,17
C29,B11,1426,18
C29,B1,1481,19
C29,B10,1495,19
C29,B2,1515,19
C29,B9,1529,20
C29,B3,1553,20
C29,B8,1569,20
C29,B4,1588,21
C29,B7,1603,21
C29,B6,1599,21
C29,B5,1603,21
C29,B20,1397,17
C29,B12,1410,18
C29,B19,1416,18
C29,B14,1444,18
C29,B18,1452,18
C29,B15,1472,19
C29,B17,1484,19
C29,B16,1480,19
C29,B21,1445,18
C29,B31,1470,19
C29,B30,1492,19
C29,B22,1513,19
C29,B29,1531,20
C29,B23,1551,20
C29,B28,1566,20
C29,B24,1590,21
C29,B27,1603,21
C29,B26,1604,21
C29,B25,1607,21
C29,B85A,1364,16
C29,B81A,1319,16
C29,B77A,1319,16
C29,B76A,1321,16
C29,B79A,1317,16
C29,C1,537,9
C29,C2,594,10
C29,C30,15,1
C29,C31,39,1
C29,C32,75,1
C29,C33,111,2
C29,C34,295,5
C29,C35,329,5
C29,C36,363,6
C29,C37,385,6
C29,C39,391,7
C29,C40,375,6
C29,C41,345,6
C29,C42,312,5
C29,C43,317,5
C29,C44,361,6
C29,C45,398,7
C29,C3,630,10
C29,C4,785,13
C29,C5,823,14
C29,C6,880,15
C29,C7,918,15
C29,C8,918,15
C29,C9,912,15
C29,C10,870,15
C29,C11,834,14
C29,C12,766,13
C29,C14,812,14
C29,C15,863,14
C29,D1,553,9
C29,D2,581,10
C29,D3,602,10
C29,D4,784,13
C29,D5,783,13
C29,D6,836,14
C29,D7,1179,14
C29,D8,1192,15
C29,D9,1254,16
C29,D10,1315,17
C29,D11,1314,17
C29,D12,1310,17
C29,D9A,1259,16
C29,E1,1501,20
C29,E2,1521,20
C29,E3,1539,20
C29,E4,1581,21
C29,E5,1609,22
C29,E6,1603,22
C29,E7,1603,22
C29,E8,1569,21
C29,E9,1533,20
C29,E10,1368,18
C29,E11,1352,17
C29,E12,1276,16
C29,E14,1319,17
C29,E24,1404,18
C29,E23,1430,19
C29,E15,1457,19
C29,E16,1505,20
C29,E17,1528,20
C29,E18,1566,21
C29,E19,1558,21
C29,E20,1516,20
C29,E21,1499,20
C29,E22,1473,19
C30,A3H,1736,19
C30,A3G,1755,19
C30,A3F,1767,20
C30,A3E,1806,20
C30,A3D,1842,21
C30,A3C,1836,21
C30,A3B,1821,20
C30,A3A,1786,20
C30,A15,1889,21
C30,A14,1901,21
C30,A12,1865,21
C30,A11,1841,20
C30,A10,1828,20
C30,A9,1811,20
C30,A8,1783,19
C30,A7,1751,19
C30,A2,1682,18
C30,A1,1641,17
C30,A17,1923,22
C30,A18,1954,22
C30,A19,1962,22
C30,A20,1953,22
C30,A24,1946,22
C30,A25,1837,20
C30,A26,1871,21
C30,A27,1908,22
C30,A29,1914,22
C30,A30,1920,22
C30,B76,1326,16
C30,B77,1323,16
C30,B79,1322,16
C30,B80,1323,16
C30,B81,1324,16
C30,B83,1327,16
C30,B85,1369,17
C30,B86,1369,17
C30,B86A,1369,17
C30,B87,1370,17
C30,B88,1371,17
C30,B11,1431,18
C30,B1,1485,19
C30,B10,1500,19
C30,B2,1519,19
C30,B9,1534,20
C30,B3,1557,20
C30,B8,1573,20
C30,B4,1593,21
C30,B7,1607,21
C30,B6,1604,21
C30,B5,1608,21
C30,B20,1402,17
C30,B12,1415,18
C30,B19,1420,18
C30,B14,1449,18
C30,B18,1457,18
C30,B15,1476,19
C30,B17,1489,19
C30,B16,1485,19
C30,B21,1450,18
C30,B31,1475,19
C30,B30,1497,19
C30,B22,1518,19
C30,B29,1536,20
C30,B23,1555,20
C30,B28,1571,20
C30,B24,1595,21
C30,B27,1607,21
C30,B26,1608,21
C30,B25,1611,21
C30,B85A,1369,17
C30,B81A,1324,16
C30,B77A,1323,16
C30,B76A,1326,16
C30,B79A,1322,16
C30,C1,541,9
C30,C2,599,10
C30,C29,15,1
C30,C31,43,1
C30,C32,80,1
C30,C33,116,2
C30,C34,300,5
C30,C35,334,6
C30,C36,368,6
C30,C37,389,6
C30,C39,396,7
C30,C40,379,6
C30,C41,350,6
C30,C42,317,5
C30,C43,322,5
C30,C44,365,6
C30,C45,403,7
C30,C3,634,11
C30,C4,790,13
C30,C5,827,14
C30,C6,885,15
C30,C7,922,15
C30,C8,922,15
C30,C9,917,15
C30,C10,875,15
C30,C11,838,14
C30,C12,771,13
C30,C14,816,14
C30,C15,867,14
C30,D1,557,9
C30,D2,586,10
C30,D3,606,10
C30,D4,788,13
C30,D5,787,13
C30,D6,840,14
C30,D7,1183,14
C30,D8,1197,15
C30,D9,1259,16
C30,D10,1319,17
C30,D11,1318,17
C30,D12,1315,17
C30,D9A,1263,16
C30,E1,1505,20
C30,E2,1525,20
C30,E3,1543,21
C30,E4,1586,21
C30,E5,1614,22
C30,E6,1607,22
C30,E7,1607,22
C30,E8,1573,21
C30,E9,1538,20
C30,E10,1372,18
C30,E11,1357,17
C30,E12,1280,16
C30,E14,1324,17
C30,E24,1409,18
C30,E23,1434,19
C30,E15,1462,19
C30,E16,1509,20
C30,E17,1532,20
C30,E18,1571,21
C30,E19,1562,21
C30,E20,1520,20
C30,E21,1504,20
C30,E22,1477,19
C31,A3H,1711,19
C31,A3G,1731,19
C31,A3F,1743,19
C31,A3E,1782,20
C31,A3D,1817,20
C31,A3C,1811,20
C31,A3B,1797,20
C31,A3A,1762,19
C31,A15,1865,21
C31,A14,1877,21
C31,A12,1841,20
C31,A11,1817,20
C31,A10,1804,20
C31,A9,1786,20
C31,A8,1758,19
C31,A7,1726,19
C31,A2,1657,17
C31,A1,1617,17
C31,A17,1899,21
C31,A18,1929,22
C31,A19,1937,22
C31,A20,1928,22
C31,A24,1921,22
C31,A25,1813,20
C31,A26,1846,21
C31,A27,1883,21
C31,A29,1890,21
C31,A30,1895,21
C31,B76,1301,15
C31,B77,1299,15
C31,B79,1297,15
C31,B80,1298,15
C31,B81,1300,15
C31,B83,1302,15
C31,B85,1345,16
C31,B86,1345,16
C31,B86A,1345,16
C31,B87,1346,16
C31,B88,1347,16
C31,B11,1406,18
C31,B1,1461,18
C31,B10,1476,19
C31,B2,1495,19
C31,B9,1509,19
C31,B3,1533,20
C31,B8,1549,20
C31,B4,1568,20
C31,B7,1583,20
C31,B6,1579,20
C31,B5,1583,20
C31,B20,1377,17
C31,B12,1390,17
C31,B19,1396,17
C31,B14,1425,18
C31,B18,1433,18
C31,B15,1452,18
C31,B17,1465,18
C31,B16,1460,18
C31,B21,1425,18
C31,B31,1450,18
C31,B30,1472,19
C31,B22,1493,19
C31,B29,1511,19
C31,B23,1531,20
C31,B28,1546,20
C31,B24,1570,20
C31,B27,1583,20
C31,B26,1584,20
C31,B25,1587,21
C31,B85A,1345,16
C31,B81A,1300,15
C31,B77A,1299,15
C31,B76A,1301,15
C31,B79A,1297,15
C31,C1,517,9
C31,C2,574,10
C31,C29,39,1
C31,C30,43,1
C31,C32,55,1
C31,C33,91,2
C31,C34,276,5
C31,C35,309,5
C31,C36,344,6
C31,C37,365,6
C31,C39,371,6
C31,C40,355,6
C31,C41,325,5
C31,C42,293,5
C31,C43,297,5
C31,C44,341,6
C31,C45,378,6
C31,C3,610,10
C31,C4,765,13
C31,C5,803,13
C31,C6,860,14
C31,C7,898,15
C31,C8,898,15
C31,C9,892,15
C31,C10,851,14
C31,C11,814,14
C31,C12,747,12
C31,C14,792,13
C31,C15,843,14
C31,D1,533,9
C31,D2,561,9
C31,D3,582,10
C31,D4,764,13
C31,D5,763,13
C31,D6,816,14
C31,D7,1159,14
C31,D8,1172,14
C31,D9,1234,15
C31,D10,1295,16
C31,D11,1294,16
C31,D12,1290,16
C31,D9A,1239,15
C31,E1,1481,19
C31,E2,1501,20
C31,E3,1519,20
C31,E4,1561,21
C31,E5,1589,21
C31,E6,1583,21
C31,E7,1583,21
C31,E8,1549,21
C31,E9,1513,20
C31,E10,1348,17
C31,E11,1332,17
C31,E12,1256,16
C31,E14,1299,16
C31,E24,1384,18
C31,E23,1410,18
C31,E15,1437,19
C31,E16,1485,20
C31,E17,1508,20
C31,E18,1546,21
C31,E19,1538,20
C31,E20,1496,20
C31,E21,1479,19
C31,E22,1453,19
C32,A3H,1675,18
C32,A3G,1695,18
C32,A3F,1707,19
C32,A3E,1746,19
C32,A3D,1781,20
C32,A3C,1775,20
C32,A3B,1761,19
C32,A3A,1726,19
C32,A15,1829,20
C32,A14,1841,20
C32,A12,1805,20
C32,A11,1781,19
C32,A10,1768,19
C32,A9,1751,19
C32,A8,1722,18
C32,A7,1690,18
C32,A2,1621,17
C32,A1,1581,16
C32,A17,1863,21
C32,A18,1893,21
C32,A19,1902,21
C32,A20,1892,21
C32,A24,1885,21
C32,A25,1777,19
C32,A26,1811,20
C32,A27,1847,21
C32,A29,1854,21
C32,A30,1859,21
C32,B76,1265,15
C32,B77,1263,15
C32,B79,1261,15
C32,B80,1262,15
C32,B81,1264,15
C32,B83,1266,15
C32,B85,1309,16
C32,B86,1309,16
C32,B86A,1309,16
C32,B87,1310,16
C32,B88,1311,16
C32,B11,1371,17
C32,B1,1425,18
C32,B10,1440,18
C32,B2,1459,18
C32,B9,1473,19
C32,B3,1497,19
C32,B8,1513,19
C32,B4,1532,20
C32,B7,1547,20
C32,B6,1543,20
C32,B5,1547,20
C32,B20,1341,16
C32,B12,1354,17
C32,B19,1360,17
C32,B14,1389,17
C32,B18,1397,17
C32,B15,1416,18
C32,B17,1429,18
C32,B16,1425,18
C32,B21,1390,17
C32,B31,1414,18
C32,B30,1437,18
C32,B22,1457,18
C32,B29,1475,19
C32,B23,1495,19
C32,B28,1510,19
C32,B24,1534,20
C32,B27,1547,20
C32,B26,1548,20
C32,B25,1551,20
C32,B85A,1309,16
C32,B81A,1264,15
C32,B77A,1263,15
C32,B76A,1265,15
C32,B79A,1261,15
C32,C1,481,8
C32,C2,538,9
C32,C29,75,1
C32,C30,80,1
C32,C31,55,1
C32,C33,56,1
C32,C34,240,4
C32,C35,273,5
C32,C36,308,5
C32,C37,329,5
C32,C39,335,6
C32,C40,319,5
C32,C41,289,5
C32,C42,257,4
C32,C43,262,4
C32,C44,305,5
C32,C45,342,6
C32,C3,574,10
C32,C4,729,12
C32,C5,767,13
C32,C6,824,14
C32,C7,862,14
C32,C8,862,14
C32,C9,857,14
C32,C10,815,14
C32,C11,778,13
C32,C12,711,12
C32,C14,756,13
C32,C15,807,13
C32,D1,497,8
C32,D2,526,9
C32,D3,546,9
C32,D4,728,12
C32,D5,727,12
C32,D6,780,13
C32,D7,1123,13
C32,D8,1136,14
C32,D9,1198,15
C32,D10,1259,16
C32,D11,1258,16
C32,D12,1254,16
C32,D9A,1203,15
C32,E1,1445,19
C32,E2,1465,19
C32,E3,1483,20
C32,E4,1525,20
C32,E5,1554,21
C32,E6,1547,21
C32,E7,1547,21
C32,E8,1513,20
C32,E9,1477,19
C32,E10,1312,17
C32,E11,1296,16
C32,E12,1220,15
C32,E14,1264,16
C32,E24,1349,17
C32,E23,1374,18
C32,E15,1402,18
C32,E16,1449,19
C32,E17,1472,19
C32,E18,1510,20
C32,E19,1502,20
C32,E20,1460,19
C32,E21,1443,19
C32,E22,1417,18
C33,A3H,1639,17
C33,A3G,1658,18
C33,A3F,1670,18
C33,A3E,1709,19
C33,A3D,1745,19
C33,A3C,1738,19
C33,A3B,1724,19
C33,A3A,1689,18
C33,A15,1792,20
C33,A14,1804,20
C33,A12,1768,19
C33,A11,1744,19
C33,A10,1731,19
C33,A9,1714,18
C33,A8,1686,18
C33,A7,1654,17
C33,A2,1585,16
C33,A1,1544,16
C33,A17,1826,20
C33,A18,1856,21
C33,A19,1865,21
C33,A20,1855,21
C33,A24,1848,21
C33,A25,1740,19
C33,A26,1774,19
C33,A27,1811,20
C33,A29,1817,20
C33,A30,1822,20
C33,B76,1229,14
C33,B77,1226,14
C33,B79,1225,14
C33,B80,1226,14
C33,B81,1227,14
C33,B83,1229,14
C33,B85,1272,15
C33,B86,1272,15
C33,B86A,1272,15
C33,B87,1273,15
C33,B88,1274,15
C33,B11,1334,16
C33,B1,1388,17
C33,B10,1403,17
C33,B2,1422,18
C33,B9,1437,18
C33,B3,1460,18
C33,B8,1476,19
C33,B4,1495,19
C33,B7,1510,19
C33,B6,1507,19
C33,B5,1511,19
C33,B20,1305,16
C33,B12,1317,16
C33,B19,1323,16
C33,B14,1352,17
C33,B18,1360,17
C33,B15,1379,17
C33,B17,1392,17
C33,B16,1388,17
C33,B21,1353,17
C33,B31,1377,17
C33,B30,1400,17
C33,B22,1421,18
C33,B29,1438,18
C33,B23,1458,18
C33,B28,1474,19
C33,B24,1497,19
C33,B27,1510,19
C33,B26,1511,19
C33,B25,1514,19
C33,B85A,1272,15
C33,B81A,1227,14
C33,B77A,1226,14
C33,B76A,1229,14
C33,B79A,1225,14
C33,C1,444,7
C33,C2,501,8
C33,C29,111,2
C33,C30,116,2
C33,C31,91,2
C33,C32,56,1
C33,C34,203,3
C33,C35,237,4
C33,C36,271,5
C33,C37,292,5
C33,C39,299,5
C33,C40,282,5
C33,C41,252,4
C33,C42,220,4
C33,C43,225,4
C33,C44,268,4
C33,C45,306,5
C33,C3,537,9
C33,C4,692,12
C33,C5,730,12
C33,C6,788,13
C33,C7,825,14
C33,C8,825,14
C33,C9,820,14
C33,C10,778,13
C33,C11,741,12
C33,C12,674,11
C33,C14,719,12
C33,C15,770,13
C33,D1,460,8
C33,D2,489,8
C33,D3,509,8
C33,D4,691,12
C33,D5,690,12
C33,D6,743,12
C33,D7,1086,13
C33,D8,1099,13
C33,D9,1162,14
C33,D10,1222,15
C33,D11,1221,15
C33,D12,1218,15
C33,D9A,1166,14
C33,E1,1408,18
C33,E2,1428,19
C33,E3,1446,19
C33,E4,1488,20
C33,E5,1517,20
C33,E6,1510,20
C33,E7,1510,20
C33,E8,1476,19
C33,E9,1440,19
C33,E10,1275,16
C33,E11,1259,16
C33,E12,1183,15
C33,E14,1227,15
C33,E24,1312,17
C33,E23,1337,17
C33,E15,1365,18
C33,E16,1412,18
C33,E17,1435,19
C33,E18,1474,19
C33,E19,1465,19
C33,E20,1423,19
C33,E21,1407,18
C33,E22,1380,18
C34,A3H,1600,17
C34,A3G,1619,17
C34,A3F,1631,17
C34,A3E,1670,18
C34,A3D,1705,19
C34,A3C,1699,18
C34,A3B,1685,18
C34,A3A,1650,18
C34,A15,1753,19
C34,A14,1765,19
C34,A12,1729,19
C34,A11,1705,18
C34,A10,1692,18
C34,A9,1675,18
C34,A8,1646,17
C34,A7,1615,17
C34,A2,1545,16
C34,A1,1505,15
C34,A17,1787,20
C34,A18,1817,20
C34,A19,1826,20
C34,A20,1816,20
C34,A24,1809,20
C34,A25,1701,18
C34,A26,1735,19
C34,A27,1771,19
C34,A29,1778,19
C34,A30,1783,19
C34,B76,1189,14
C34,B77,1187,14
C34,B79,1185,14
C34,B80,1187,14
C34,B81,1188,14
C34,B83,1190,14
C34,B85,1233,14
C34,B86,1233,14
C34,B86A,1233,14
C34,B87,1234,14
C34,B88,1235,14
C34,B11,1295,16
C34,B1,1349,17
C34,B10,1364,17
C34,B2,1383,17
C34,B9,1397,17
C34,B3,1421,18
C34,B8,1437,18
C34,B4,1456,18
C34,B7,1471,19
C34,B6,1467,19
C34,B5,1471,19
C34,B20,1266,15
C34,B12,1278,15
C34,B19,1284,15
C34,B14,1313,16
C34,B18,1321,16
C34,B15,1340,16
C34,B17,1353,17
C34,B16,1349,17
C34,B21,1314,16
C34,B31,1338,16
C34,B30,1361,17
C34,B22,1382,17
C34,B29,1399,17
C34,B23,1419,18
C34,B28,1434,18
C34,B24,1458,18
C34,B27,1471,19
C34,B26,1472,19
C34,B25,1475,19
C34,B85A,1233,14
C34,B81A,1188,14
C34,B77A,1187,14
C34,B76A,1189,14
C34,B79A,1185,14
C34,C1,405,7
C34,C2,462,8
C34,C29,295,5
C34,C30,300,5
C34,C31,276,5
C34,C32,240,4
C34,C33,203,3
C34,C35,57,1
C34,C36,91,2
C34,C37,112,2
C34,C39,119,2
C34,C40,103,2
C34,C41,73,1
C34,C42,40,1
C34,C43,186,3
C34,C44,229,4
C34,C45,266,4
C34,C3,498,8
C34,C4,653,11
C34,C5,691,12
C34,C6,748,12
C34,C7,786,13
C34,C8,786,13
C34,C9,781,13
C34,C10,739,12
C34,C11,702,12
C34,C12,635,11
C34,C14,680,11
C34,C15,731,12
C34,D1,421,7
C34,D2,450,7
C34,D3,470,8
C34,D4,652,11
C34,D5,651,11
C34,D6,704,12
C34,D7,1047,12
C34,D8,1060,12
C34,D9,1122,13
C34,D10,1183,14
C34,D11,1182,14
C34,D12,1178,14
C34,D9A,1127,14
C34,E1,1369,18
C34,E2,1389,18
C34,E3,1407,18
C34,E4,1449,19
C34,E5,1478,19
C34,E6,1471,19
C34,E7,1471,19
C34,E8,1437,19
C34,E9,1401,18
C34,E10,1236,15
C34,E11,1220,15
C34,E12,1144,14
C34,E14,1188,15
C34,E24,1273,16
C34,E23,1298,16
C34,E15,1326,17
C34,E16,1373,18
C34,E17,1396,18
C34,E18,1434,19
C34,E19,1426,19
C34,E20,1384,18
C34,E21,1367,18
C34,E22,1341,17
C35,A3H,1633,17
C35,A3G,1653,18
C35,A3F,1665,18
C35,A3E,1703,18
C35,A3D,1739,19
C35,A3C,1733,19
C35,A3B,1719,19
C35,A3A,1684,18
C35,A15,1787,20
C35,A14,1799,20
C35,A12,1763,19
C35,A11,1739,19
C35,A10,1726,19
C35,A9,1708,18
C35,A8,1680,18
C35,A7,1648,17
C35,A2,1579,16
C35,A1,1539,15
C35,A17,1821,20
C35,A18,1851,21
C35,A19,1859,21
C35,A20,1850,21
C35,A24,1843,20
C35,A25,1735,19
C35,A26,1768,19
C35,A27,1805,20
C35,A29,1812,20
C35,A30,1817,20
C35,B76,1223,14
C35,B77,1221,14
C35,B79,1219,14
C35,B80,1220,14
C35,B81,1221,14
C35,B83,1224,14
C35,B85,1266,15
C35,B86,1267,15
C35,B86A,1267,15
C35,B87,1268,15
C35,B88,1268,15
C35,B11,1328,16
C35,B1,1383,17
C35,B10,1397,17
C35,B2,1417,18
C35,B9,1431,18
C35,B3,1455,18
C35,B8,1471,19
C35,B4,1490,19
C35,B7,1505,19
C35,B6,1501,19
C35,B5,1505,19
C35,B20,1299,16
C35,B12,1312,16
C35,B19,1318,16
C35,B14,1346,16
C35,B18,1354,17
C35,B15,1374,17
C35,B17,1386,17
C35,B16,1382,17
C35,B21,1347,17
C35,B31,1372,17
C35,B30,1394,17
C35,B22,1415,18
C35,B29,1433,18
C35,B23,1453,18
C35,B28,1468,19
C35,B24,1492,19
C35,B27,1505,19
C35,B26,1506,19
C35,B25,1509,19
C35,B85A,1266,15
C35,B81A,1221,14
C35,B77A,1221,14
C35,B76A,1223,14
C35,B79A,1219,14
C35,C1,439,7
C35,C2,496,8
C35,C29,329,5
C35,C30,334,6
C35,C31,309,5
C35,C32,273,5
C35,C33,237,4
C35,C34,57,1
C35,C36,59,1
C35,C37,80,1
C35,C39,87,1
C35,C40,70,1
C35,C41,40,1
C35,C42,38,1
C35,C43,219,4
C35,C44,263,4
C35,C45,300,5
C35,C3,532,9
C35,C4,687,11
C35,C5,725,12
C35,C6,782,13
C35,C7,820,14
C35,C8,820,14
C35,C9,814,14
C35,C10,772,13
C35,C11,736,12
C35,C12,668,11
C35,C14,714,12
C35,C15,765,13
C35,D1,455,8
C35,D2,483,8
C35,D3,504,8
C35,D4,686,11
C35,D5,685,11
C35,D6,738,12
C35,D7,1081,13
C35,D8,1094,13
C35,D9,1156,14
C35,D10,1217,15
C35,D11,1216,15
C35,D12,1212,15
C35,D9A,1161,14
C35,E1,1403,18
C35,E2,1423,19
C35,E3,1441,19
C35,E4,1483,20
C35,E5,1511,20
C35,E6,1505,20
C35,E7,1505,20
C35,E8,1471,19
C35,E9,1435,19
C35,E10,1270,16
C35,E11,1254,16
C35,E12,1178,14
C35,E14,1221,15
C35,E24,1306,17
C35,E23,1332,17
C35,E15,1359,17
C35,E16,1407,18
C35,E17,1430,19
C35,E18,1468,19
C35,E19,1460,19
C35,E20,1418,18
C35,E21,1401,18
C35,E22,1375,18
C36,A3H,1668,18
C36,A3G,1687,18
C36,A3F,1699,18
C36,A3E,1738,19
C36,A3D,1773,20
C36,A3C,1767,20
C36,A3B,1753,19
C36,A3A,1718,19
C36,A15,1821,20
C36,A14,1833,20
C36,A12,1797,20
C36,A11,1773,19
C36,A10,1760,19
C36,A9,1743,19
C36,A8,1714,18
C36,A7,1683,18
C36,A2,1613,17
C36,A1,1573,16
C36,A17,1855,21
C36,A18,1885,21
C36,A19,1894,21
C36,A20,1884,21
C36,A24,1877,21
C36,A25,1769,19
C36,A26,1803,20
C36,A27,1839,20
C36,A29,1846,21
C36,A30,1851,21
C36,B76,1257,15
C36,B77,1255,15
C36,B79,1253,15
C36,B80,1255,15
C36,B81,1256,15
C36,B83,1258,15
C36,B85,1301,15
C36,B86,1301,15
C36,B86A,1301,15
C36,B87,1302,15
C36,B88,1303,15
C36,B11,1363,17
C36,B1,1417,18
C36,B10,1432,18
C36,B2,1451,18
C36,B9,1465,19
C36,B3,1489,19
C36,B8,1505,19
C36,B4,1524,19
C36,B7,1539,20
C36,B6,1535,20
C36,B5,1539,20
C36,B20,1334,16
C36,B12,1346,16
C36,B19,1352,17
C36,B14,1381,17
C36,B18,1389,17
C36,B15,1408,18
C36,B17,1421,18
C36,B16,1417,18
C36,B21,1382,17
C36,B31,1406,18
C36,B30,1429,18
C36,B22,1450,18
C36,B29,1467,19
C36,B23,1487,19
C36,B28,1502,19
C36,B24,1526,20
C36,B27,1539,20
C36,B26,1540,20
C36,B25,1543,20
C36,B85A,1301,15
C36,B81A,1256,15
C36,B77A,1255,15
C36,B76A,1257,15
C36,B79A,1253,15
C36,C1,473,8
C36,C2,530,9
C36,C29,363,6
C36,C30,368,6
C36,C31,344,6
C36,C32,308,5
C36,C33,271,5
C36,C34,91,2
C36,C35,59,1
C36,C37,47,1
C36,C39,53,1
C36,C40,37,1
C36,C41,40,1
C36,C42,73,1
C36,C43,254,4
C36,C44,297,5
C36,C45,334,6
